no_matricula_inmobiliaria;estado_folio;matriculas_matriz;matriculas_derivadas
20344783;ACTIVO;488474;
20346123;ACTIVO;20159646;
20346124;ACTIVO;20159646;
20346125;ACTIVO;20159646;
20346126;ACTIVO;20159646;
20346127;ACTIVO;20159646;
20346128;ACTIVO;20159646;
20346516;ACTIVO;791089;
20346517;ACTIVO;791089;
20347822;ACTIVO;742204;
20348971;ACTIVO;20325713;20596530
20349019;ACTIVO;550425;
20350484;ACTIVO;20298859;
20350488;ACTIVO;162031;20558441
20350488;ACTIVO;162031;20558442
20350505;ACTIVO;558776;
20350506;ACTIVO;558776;
20350588;CERRADO;251657;20608140
20354596;ACTIVO;621053;20358322
20354596;ACTIVO;621053;20358323
20354596;ACTIVO;621053;20358324
20354596;ACTIVO;621053;20358325
20354596;ACTIVO;621053;20358326
20355250;ACTIVO;20053967;20355253
20355253;ACTIVO;20254498, 20355250;
20359081;ACTIVO;52927;20568773
20359081;ACTIVO;52927;20568774
20359198;ACTIVO;206670, 512472;20362458
20359198;ACTIVO;206670, 512472;20362459
20359198;ACTIVO;206670, 512472;20362460
20359198;ACTIVO;206670, 512472;20362461
20359198;ACTIVO;206670, 512472;20362462
20359198;ACTIVO;206670, 512472;20362463
20359198;ACTIVO;206670, 512472;20362464
20359198;ACTIVO;206670, 512472;20362465
20359198;ACTIVO;206670, 512472;20362466
20359198;ACTIVO;206670, 512472;20362467
20359198;ACTIVO;206670, 512472;20362468
20359198;ACTIVO;206670, 512472;20362469
20359198;ACTIVO;206670, 512472;20362470
20360048;ACTIVO;20274262;20514767
20360048;ACTIVO;20274262;20514768
20360050;ACTIVO;20274262;20566607
20360050;ACTIVO;20274262;20566608
20360469;ACTIVO;593908;20598084
20360469;ACTIVO;593908;20598085
20362048;ACTIVO;20296169;
20364006;ACTIVO;20298859;20624918
20364006;ACTIVO;20298859;20624919
20366448;ACTIVO;1108093;20374264
20366449;ACTIVO;1108093;
20368069;ACTIVO;402753;20375161
20368080;ACTIVO;402753;20375161
20370299;ACTIVO;207277;20736418
20370299;ACTIVO;207277;20736419
20370299;ACTIVO;207277;20736420
20370299;ACTIVO;207277;20736421
20373938;ACTIVO;1032050;20374264
20374819;ACTIVO;20308501;20374822
20374822;ACTIVO;20308503, 20374819;20397746
20376363;ACTIVO;192688;
20379058;ACTIVO;281659;
20381329;ACTIVO;20137854;
20381354;ACTIVO;861931;
20381520;ACTIVO;20040955;
20382045;ACTIVO;632043;20624090
20382045;ACTIVO;632043;20624091
20382376;ACTIVO;20197097;20721213
20382376;ACTIVO;20197097;20721214
20382377;ACTIVO;20197097;20861436
20382377;ACTIVO;20197097;20861437
20382377;ACTIVO;20197097;20861438
20382377;ACTIVO;20197097;20861439
20382377;ACTIVO;20197097;20861440
20382377;ACTIVO;20197097;20861441
20382377;ACTIVO;20197097;20861442
20382377;ACTIVO;20197097;20861443
20382377;ACTIVO;20197097;20861444
20382377;ACTIVO;20197097;20861445
20382377;ACTIVO;20197097;20861446
20382377;ACTIVO;20197097;20861447
20382377;ACTIVO;20197097;20876642
20382377;ACTIVO;20197097;20876643
20382377;ACTIVO;20197097;20876644
20382377;ACTIVO;20197097;20876645
20382377;ACTIVO;20197097;20876646
20382377;ACTIVO;20197097;20876647
20382377;ACTIVO;20197097;20876648
20382377;ACTIVO;20197097;20876649
20382377;ACTIVO;20197097;20876650
20382377;ACTIVO;20197097;20876651
20382377;ACTIVO;20197097;20876652
20382377;ACTIVO;20197097;20876653
20385267;ACTIVO;1135537;20671748
20385267;ACTIVO;1135537;20671749
20385268;ACTIVO;1135537;20825493
20385268;ACTIVO;1135537;20825494
20385277;ACTIVO;1135537;
20385278;ACTIVO;1135537;
20385290;ACTIVO;192688;20573005
20385290;ACTIVO;192688;20573006
20385292;ACTIVO;192688;
20385931;ACTIVO;680054;20903561
20385931;ACTIVO;680054;20903562
20385931;ACTIVO;680054;20903563
20385931;ACTIVO;680054;20903564
20385931;ACTIVO;680054;20903565
20385931;ACTIVO;680054;20903566
20385931;ACTIVO;680054;20903567
20385931;ACTIVO;680054;20903568
20385931;ACTIVO;680054;20903569
20385931;ACTIVO;680054;20903570
20385931;ACTIVO;680054;20903571
20385931;ACTIVO;680054;20903572
20385931;ACTIVO;680054;20903573
20385932;ACTIVO;680054;20903546
20385932;ACTIVO;680054;20903547
20385932;ACTIVO;680054;20903548
20385932;ACTIVO;680054;20903549
20385932;ACTIVO;680054;20903550
20385932;ACTIVO;680054;20903551
20385932;ACTIVO;680054;20903552
20385932;ACTIVO;680054;20903553
20385932;ACTIVO;680054;20903554
20386638;ACTIVO;20189249;
20389242;ACTIVO;20379572;
20390128;ACTIVO;20315963;
20395656;ACTIVO;20308501;
20396176;ACTIVO;20360046;20536573
20396176;ACTIVO;20360046;20536574
20397732;ACTIVO;20075274;
20397746;ACTIVO;20308501, 20374822;20676392
20397746;ACTIVO;20308501, 20374822;20676393
20400418;ACTIVO;440764;20400827
20400828;ACTIVO;440764, 20400419;
20403493;ACTIVO;1197516;
20403494;ACTIVO;1197516;20926360
20403494;ACTIVO;1197516;20926361
20403494;ACTIVO;1197516;20926362
20403494;ACTIVO;1197516;20926363
20403494;ACTIVO;1197516;20926364
20403494;ACTIVO;1197516;20926365
20403544;ACTIVO;282448;
20403545;ACTIVO;282448;20608067
20403545;ACTIVO;282448;20608068
20403546;ACTIVO;282448;20657974
20403546;ACTIVO;282448;20657975
20404868;ACTIVO;20137854;20734783
20407533;ACTIVO;20299494, 20407518;
20407834;ACTIVO;558178, 20158424;
20409282;ACTIVO;20324346;
20409354;ACTIVO;20087272, 20409336;
20409991;CERRADO;1035013;20940008
20409991;CERRADO;1035013;20940009
20409991;CERRADO;1035013;20940010
20411038;ACTIVO;477602;20702312
20411039;ACTIVO;477602;20702312
20411044;ACTIVO;596802;
20411045;ACTIVO;596802;
20411046;ACTIVO;762551;
20411047;ACTIVO;762551;
20411048;ACTIVO;873900;
20411049;ACTIVO;873900;
20411839;ACTIVO;20262719;20429201
20411840;ACTIVO;20262719;20429201
20411907;ACTIVO;20338579;
20412327;ACTIVO;427609, 20084205;20420859
20412327;ACTIVO;427609, 20084205;20422397
20412327;ACTIVO;427609, 20084205;20422398
20412327;ACTIVO;427609, 20084205;20422399
20412327;ACTIVO;427609, 20084205;20422400
20412327;ACTIVO;427609, 20084205;20422401
20412327;ACTIVO;427609, 20084205;20422402
20412327;ACTIVO;427609, 20084205;20422403
20412327;ACTIVO;427609, 20084205;20422404
20412327;ACTIVO;427609, 20084205;20422405
20412327;ACTIVO;427609, 20084205;20422406
20412327;ACTIVO;427609, 20084205;20422407
20412327;ACTIVO;427609, 20084205;20422408
20412327;ACTIVO;427609, 20084205;20422409
20412327;ACTIVO;427609, 20084205;20422410
20413978;ACTIVO;533630;20466123
20413978;ACTIVO;533630;20466124
20413978;ACTIVO;533630;20466125
20415471;ACTIVO;20396604;20812507
20415471;ACTIVO;20396604;20812508
20415471;ACTIVO;20396604;20812509
20415471;ACTIVO;20396604;20812510
20415473;ACTIVO;20396604;20550600
20415474;ACTIVO;20396604;20550600
20415477;ACTIVO;20396604;20546199
20415478;ACTIVO;20396604;20546199
20415479;ACTIVO;20396604;20546199
20415480;ACTIVO;20396604;20546199
20415482;ACTIVO;20396604;20733365
20415482;ACTIVO;20396604;20733366
20415484;ACTIVO;20396604;20866415
20415484;ACTIVO;20396604;20866416
20415484;ACTIVO;20396604;20866417
20415484;ACTIVO;20396604;20866418
20415484;ACTIVO;20396604;20866419
20415484;ACTIVO;20396604;20866420
20415485;ACTIVO;20396604;20657941
20415485;ACTIVO;20396604;20657942
20415488;ACTIVO;20396604;20668612
20415488;ACTIVO;20396604;20668613
20415489;ACTIVO;20396604;20629045
20415489;ACTIVO;20396604;20629046
20415494;ACTIVO;20396604;20653654
20415494;ACTIVO;20396604;20653655
20415494;ACTIVO;20396604;20653656
20415494;ACTIVO;20396604;20653657
20415499;ACTIVO;20396604;
20417740;ACTIVO;533630;20466128
20417740;ACTIVO;533630;20466129
20418859;ACTIVO;558776;20430478
20418859;ACTIVO;558776;20430479
20418859;ACTIVO;558776;20430480
20419631;CERRADO;466017;
20419632;CERRADO;466017;
20419633;CERRADO;466017;
20419634;CERRADO;466017;
20419635;CERRADO;466017;
20419636;ACTIVO;466017;
20422969;ACTIVO;1035013;20537164
20422969;ACTIVO;1035013;20537165
20422969;ACTIVO;1035013;20537166
20422969;ACTIVO;1035013;20537167
20422969;ACTIVO;1035013;20537168
20422969;ACTIVO;1035013;20537169
20422969;ACTIVO;1035013;20537170
20423246;ACTIVO;517220, 518543;20426597
20424712;ACTIVO;407634;20443668
20424712;ACTIVO;407634;20443669
20424714;ACTIVO;407634;20606257
20424714;ACTIVO;407634;20606258
20426195;ACTIVO;20291048;20529450
20426195;ACTIVO;20291048;20529451
20426577;ACTIVO;341326;20603299
20426577;ACTIVO;341326;20603300
20427278;ACTIVO;20422427;20703589
20427278;ACTIVO;20422427;20703590
20427362;ACTIVO;20422427;
20428650;ACTIVO;1192520, 20427965;
20431529;ACTIVO;20108964;20844822
20431529;ACTIVO;20108964;20844823
20431529;ACTIVO;20108964;20844824
20431529;ACTIVO;20108964;20844825
20431529;ACTIVO;20108964;20844826
20431529;ACTIVO;20108964;20844827
20431529;ACTIVO;20108964;20844828
20431529;ACTIVO;20108964;20923067
20432528;ACTIVO;20349546;
20432529;ACTIVO;20349546;
20434270;ACTIVO;20100969;20897074
20434270;ACTIVO;20100969;20897075
20434270;ACTIVO;20100969;20897076
20434270;ACTIVO;20100969;20897077
20434270;ACTIVO;20100969;20897078
20434270;ACTIVO;20100969;20897079
20434270;ACTIVO;20100969;20897080
20434270;ACTIVO;20100969;20897081
20434270;ACTIVO;20100969;20897082
20434270;ACTIVO;20100969;20897083
20434270;ACTIVO;20100969;20897084
20434270;ACTIVO;20100969;20897085
20434270;ACTIVO;20100969;20897086
20434270;ACTIVO;20100969;20897087
20434270;ACTIVO;20100969;20897088
20434270;ACTIVO;20100969;20897089
20434270;ACTIVO;20100969;20897090
20434270;ACTIVO;20100969;20897091
20434270;ACTIVO;20100969;20897092
20434270;ACTIVO;20100969;20897093
20434270;ACTIVO;20100969;20897094
20436682;ACTIVO;558781;20436912
20436685;ACTIVO;1055418;20436912
20441021;ACTIVO;20350294;
20441486;ACTIVO;20351228;
20442079;ACTIVO;20029733;
20443083;CERRADO;20355248;20443086
20445041;ACTIVO;1007115;20445052
20445042;ACTIVO;1007116;20445052
20445043;ACTIVO;1007118;20445052
20445047;ACTIVO;20299833;20460789
20445047;ACTIVO;20299833;20479679
20445047;ACTIVO;20299833;20594793
20445047;ACTIVO;20299833;20774722
20445047;ACTIVO;20299833;20774723
20445047;ACTIVO;20299833;20774724
20445047;ACTIVO;20299833;20774725
20445052;ACTIVO;20445040, 20445041, 20445042, 20445043;
20449167;ACTIVO;20422400;20639296
20449167;ACTIVO;20422400;20639297
20449167;ACTIVO;20422400;20639298
20449167;ACTIVO;20422400;20639299
20458666;ACTIVO;656737;
20460189;ACTIVO;1122902;
20460190;ACTIVO;1122902;
20460191;ACTIVO;1122902;20460896
20460191;ACTIVO;1122902;20460897
20460191;ACTIVO;1122902;20460898
20460191;ACTIVO;1122902;20460899
20460191;ACTIVO;1122902;20460900
20460191;ACTIVO;1122902;20460901
20460192;ACTIVO;1122902;20460857
20460192;ACTIVO;1122902;20460858
20460192;ACTIVO;1122902;20460859
20460192;ACTIVO;1122902;20460860
20460845;ACTIVO;20034919;20460846
20460845;ACTIVO;20034919;20460847
20460845;ACTIVO;20034919;20460848
20460869;ACTIVO;532025;20537104
20460872;ACTIVO;532025;20673137
20460872;ACTIVO;532025;20673138
20461252;ACTIVO;20326162;
20461253;ACTIVO;20326162;
20461965;ACTIVO;223348;
20461966;ACTIVO;223348;20734783
20465652;ACTIVO;20358446, 20365042;
20466289;ACTIVO;20177093;
20466291;ACTIVO;20177093;20679623
20466291;ACTIVO;20177093;20679624
20466292;ACTIVO;20177093;20544420
20466292;ACTIVO;20177093;20544421
20466293;ACTIVO;20177093;20606508
20466293;ACTIVO;20177093;20606509
20466294;ACTIVO;20177093;20625975
20466294;ACTIVO;20177093;20625976
20467694;ACTIVO;20347518;20661872
20467695;ACTIVO;20347518;
20467698;ACTIVO;20347518;20740798
20467698;ACTIVO;20347518;20740799
20467699;ACTIVO;20347518;20660327
20467699;ACTIVO;20347518;20660328
20472955;ACTIVO;20171889;20772551
20472955;ACTIVO;20171889;20772552
20472955;ACTIVO;20171889;20772553
20472958;ACTIVO;20171889;20723176
20472958;ACTIVO;20171889;20723177
20472960;ACTIVO;20171889;20731877
20472960;ACTIVO;20171889;20731878
20472961;ACTIVO;20171889;20695176
20472961;ACTIVO;20171889;20695177
20472962;ACTIVO;20171889;20566878
20472962;ACTIVO;20171889;20566879
20472964;ACTIVO;20171889;20575873
20472964;ACTIVO;20171889;20575874
20472967;ACTIVO;20171889;20575626
20472967;ACTIVO;20171889;20575627
20472973;ACTIVO;20171889;20499557
20472973;ACTIVO;20171889;20499558
20472974;ACTIVO;20171889;20631125
20472974;ACTIVO;20171889;20631126
20472975;ACTIVO;20171889;20501154
20472975;ACTIVO;20171889;20501155
20472976;ACTIVO;20171889;20793811
20472976;ACTIVO;20171889;20793812
20472977;ACTIVO;20171889;20615768
20472977;ACTIVO;20171889;20615769
20472978;ACTIVO;20171889;20679905
20472978;ACTIVO;20171889;20679906
20472978;ACTIVO;20171889;20679907
20472985;ACTIVO;20391570;
20473978;ACTIVO;20265434;20601362
20473978;ACTIVO;20265434;20601363
20473979;ACTIVO;20265434;
20474528;ACTIVO;543613;20557164
20474528;ACTIVO;543613;20557165
20474528;ACTIVO;543613;20598214
20474528;ACTIVO;543613;20598215
20474528;ACTIVO;543613;20614099
20474528;ACTIVO;543613;20614100
20474528;ACTIVO;543613;20614101
20474528;ACTIVO;543613;20614102
20474528;ACTIVO;543613;20614103
20474528;ACTIVO;543613;20614104
20474528;ACTIVO;543613;20614105
20474528;ACTIVO;543613;20614106
20474528;ACTIVO;543613;20614107
20474528;ACTIVO;543613;20614108
20474528;ACTIVO;543613;20614109
20474528;ACTIVO;543613;20614110
20474528;ACTIVO;543613;20614111
20474528;ACTIVO;543613;20614112
20474528;ACTIVO;543613;20614113
20474609;ACTIVO;20265434;20536563
20474609;ACTIVO;20265434;20536564
20475146;CERRADO;251657;20608140
20476500;CERRADO;1060505;
20478477;ACTIVO;20459639;
20478479;ACTIVO;20459639;
20479527;ACTIVO;213559;20509326
20479527;ACTIVO;213559;20509327
20479527;ACTIVO;213559;20509328
20479528;ACTIVO;213559;20517810
20479528;ACTIVO;213559;20517811
20479529;ACTIVO;213559;20714336
20479529;ACTIVO;213559;20714337
20479540;ACTIVO;20445048;
20479906;ACTIVO;1195074;20482020
20482020;ACTIVO;1195070, 1195072, 20479906;
20491595;ACTIVO;20252345;20491639
20491666;ACTIVO;20293438, 20491663;
20492541;CERRADO;20475744;
20492542;CERRADO;20475744;
20492543;CERRADO;20475744;
20492939;ACTIVO;416175;
20493028;ACTIVO;778379;
20493144;ACTIVO;1193137, 20070051;
20493369;ACTIVO;59017;20738857
20493369;ACTIVO;59017;20738858
20493369;ACTIVO;59017;20738859
20493369;ACTIVO;59017;20738860
20493369;ACTIVO;59017;20738861
20493369;ACTIVO;59017;20738862
20495124;ACTIVO;1195074;
20495788;ACTIVO;20043116;20925591
20495788;ACTIVO;20043116;20926627
20495788;ACTIVO;20043116;20926628
20495788;ACTIVO;20043116;20926629
20495788;ACTIVO;20043116;20926630
20495788;ACTIVO;20043116;20926631
20495788;ACTIVO;20043116;20926632
20495788;ACTIVO;20043116;20926633
20495788;ACTIVO;20043116;20926634
20495788;ACTIVO;20043116;20926635
20495788;ACTIVO;20043116;20926636
20495788;ACTIVO;20043116;20926637
20495788;ACTIVO;20043116;20926638
20495788;ACTIVO;20043116;20926639
20495788;ACTIVO;20043116;20926640
20495788;ACTIVO;20043116;20926641
20495789;ACTIVO;20043116;20673923
20495789;ACTIVO;20043116;20673924
20495792;CERRADO;20043116;20637009
20495792;CERRADO;20043116;20637010
20495794;ACTIVO;20043116;20684643
20495794;ACTIVO;20043116;20684644
20498435;ACTIVO;20476433;
20498542;ACTIVO;1130399;
20500917;ACTIVO;20019757, 20156094;20501135
20501174;ACTIVO;20475744;
20501175;ACTIVO;20475744;
20501497;ACTIVO;1116688;20577012
20501497;ACTIVO;1116688;20577013
20501497;ACTIVO;1116688;20819644
20501497;ACTIVO;1116688;20819645
20501498;ACTIVO;1116688;20659499
20501498;ACTIVO;1116688;20659500
20501498;ACTIVO;1116688;20659501
20501498;ACTIVO;1116688;20659502
20501499;ACTIVO;1116688;20659511
20501499;ACTIVO;1116688;20659512
20501499;ACTIVO;1116688;20659513
20505903;ACTIVO;20350290;20505908
20506094;ACTIVO;78830, 20059495;
20508225;ACTIVO;285716;20612881
20508225;ACTIVO;285716;20612882
20508990;ACTIVO;20409980;20841671
20508990;ACTIVO;20409980;20841672
20508990;ACTIVO;20409980;20841673
20508990;ACTIVO;20409980;20841674
20508990;ACTIVO;20409980;20841675
20508990;ACTIVO;20409980;20841676
20509283;ACTIVO;20447382;20771145
20509283;ACTIVO;20447382;20771146
20509283;ACTIVO;20447382;20771147
20509283;ACTIVO;20447382;20771148
20509284;ACTIVO;20447382;20592250
20509284;ACTIVO;20447382;20592251
20509288;ACTIVO;20447382;20594638
20509288;ACTIVO;20447382;20594639
20509293;ACTIVO;20447382;
20509294;ACTIVO;20447382;
20509313;ACTIVO;20409980;
20509314;ACTIVO;20501141;20521801
20509314;ACTIVO;20501141;20521802
20509314;ACTIVO;20501141;20725231
20509314;ACTIVO;20501141;20725232
20509314;ACTIVO;20501141;20725233
20509314;ACTIVO;20501141;20725234
20509314;ACTIVO;20501141;20725235
20509314;ACTIVO;20501141;20725236
20509315;ACTIVO;20501141;20520632
20509315;ACTIVO;20501141;20520633
20509316;ACTIVO;20501141;20533281
20509316;ACTIVO;20501141;20533282
20509339;ACTIVO;105992;
20509779;ACTIVO;12488;20536504
20509779;ACTIVO;12488;20536505
20509779;ACTIVO;12488;20536506
20509780;CERRADO;12488;20717825
20509780;CERRADO;12488;20717826
20509780;CERRADO;12488;20717827
20509781;ACTIVO;12488;20538143
20509781;ACTIVO;12488;20538144
20509781;ACTIVO;12488;20538145
20509782;ACTIVO;12488;20616637
20509782;ACTIVO;12488;20616638
20509784;ACTIVO;12488;20574275
20509784;ACTIVO;12488;20574276
20512936;ACTIVO;20217938;
20512937;ACTIVO;20217938;
20514628;ACTIVO;20031389;
20516927;ACTIVO;20242825;20859788
20516927;ACTIVO;20242825;20859789
20516934;ACTIVO;20245805;
20517082;ACTIVO;20055826, 20055835, 20254271;
20518796;ACTIVO;363888;20518830
20518797;ACTIVO;363888;20518831
20518810;ACTIVO;20269745;
20518811;ACTIVO;20269745;
20520342;ACTIVO;20060538, 20133736;
20520568;ACTIVO;20052972;
20520625;ACTIVO;282349;20747236
20521214;ACTIVO;128009;20611788
20521214;ACTIVO;128009;20611789
20521215;ACTIVO;128009;20823733
20521215;ACTIVO;128009;20823734
20521217;ACTIVO;128009;20668195
20521217;ACTIVO;128009;20668196
20521220;ACTIVO;20111179;
20521221;ACTIVO;20111179;
20521222;ACTIVO;20111179;
20521731;ACTIVO;207277;
20524337;ACTIVO;20472956;
20527709;ACTIVO;20443086;20745116
20527709;ACTIVO;20443086;20745117
20527710;ACTIVO;20443086;20746184
20527710;ACTIVO;20443086;20746185
20527711;ACTIVO;20443086;20755479
20527711;ACTIVO;20443086;20755480
20527712;ACTIVO;20443086;20638207
20527712;ACTIVO;20443086;20638208
20527713;ACTIVO;20443086;20624615
20527713;ACTIVO;20443086;20624616
20527714;ACTIVO;20443086;20635149
20527714;ACTIVO;20443086;20635150
20527715;ACTIVO;20443086;20587859
20527715;ACTIVO;20443086;20587860
20527716;ACTIVO;20443086;20594621
20527716;ACTIVO;20443086;20594622
20527717;CERRADO;20443086;20637007
20527717;CERRADO;20443086;20637008
20528095;ACTIVO;1020689, 1020690;20531100
20528095;ACTIVO;1020689, 1020690;20531101
20528095;ACTIVO;1020689, 1020690;20531102
20531117;ACTIVO;20472966;
20531118;ACTIVO;20472966;
20531279;ACTIVO;20255348;20531679
20531686;ACTIVO;850174;20610655
20531686;ACTIVO;850174;20610656
20531686;ACTIVO;850174;20659239
20531686;ACTIVO;850174;20659240
20531687;ACTIVO;850174;20703090
20531687;ACTIVO;850174;20703091
20531687;ACTIVO;850174;20703092
20531687;ACTIVO;850174;20703093
20531688;ACTIVO;850174;20671156
20531688;ACTIVO;850174;20671157
20531688;ACTIVO;850174;20671158
20531688;ACTIVO;850174;20671159
20531689;ACTIVO;850174;20671160
20531689;ACTIVO;850174;20671161
20531689;ACTIVO;850174;20671162
20531689;ACTIVO;850174;20671163
20532931;ACTIVO;364953;
20532933;ACTIVO;1136805;
20532934;ACTIVO;1136805;
20532935;ACTIVO;1136805;
20532996;ACTIVO;20371403;
20534446;ACTIVO;20462326;20804233
20534446;ACTIVO;20462326;20804234
20534446;ACTIVO;20462326;20804235
20534446;ACTIVO;20462326;20804236
20534446;ACTIVO;20462326;20804237
20534446;ACTIVO;20462326;20804238
20534447;CERRADO;20462326;20658940
20534448;CERRADO;20462326;20658940
20534449;CERRADO;20462326;20658940
20534454;ACTIVO;20462326;20823510
20534454;ACTIVO;20462326;20823511
20534985;ACTIVO;20237730;
20534986;ACTIVO;20237730;
20534987;ACTIVO;20237730;
20538742;ACTIVO;20466089;20538745
20538742;ACTIVO;20466089;20538746
20538743;ACTIVO;20466089;20572709
20538743;ACTIVO;20466089;20572710
20538744;ACTIVO;20466089;20625578
20538744;ACTIVO;20466089;20625579
20543277;ACTIVO;20412546;
20544427;CERRADO;1215235;
20545117;CERRADO;276443;20639864
20545117;CERRADO;276443;20639865
20546198;ACTIVO;1215235, 20546011;
20549650;ACTIVO;635637;
20551490;ACTIVO;20508586;
20551491;ACTIVO;20508586;
20552709;ACTIVO;720057;
20552710;ACTIVO;720057;
20552711;ACTIVO;720057;
20552712;ACTIVO;720057;
20552713;ACTIVO;720057;
20552714;ACTIVO;720057;
20552715;ACTIVO;720057;
20558114;ACTIVO;20552955;20714495
20558114;ACTIVO;20552955;20714496
20558114;ACTIVO;20552955;20714497
20563099;ACTIVO;20335586, 20387828;
20563392;ACTIVO;271558;
20563394;ACTIVO;271558;
20566604;ACTIVO;20466702;
20567554;ACTIVO;410985;20638639
20567554;ACTIVO;410985;20638640
20571373;ACTIVO;20340581;
20576361;ACTIVO;20552955;20613017
20576361;ACTIVO;20552955;20613018
20576432;CERRADO;513998;
20576433;CERRADO;513998;
20576434;CERRADO;513998;
20578898;ACTIVO;20466702;
20588137;ACTIVO;20301461;
20592534;ACTIVO;20166863;20707038
20592534;ACTIVO;20166863;20707039
20596198;ACTIVO;20325713;20596530
20598369;ACTIVO;20509783;
20598370;ACTIVO;20509783;
20600561;ACTIVO;20527988;
20600562;ACTIVO;20527988;
20600574;ACTIVO;20566571;20618854
20600574;ACTIVO;20566571;20618855
20600575;ACTIVO;20566571;20638711
20600575;ACTIVO;20566571;20638712
20600576;ACTIVO;20566571;20752358
20600576;ACTIVO;20566571;20752359
20600577;ACTIVO;20566571;20770804
20600577;ACTIVO;20566571;20770805
20600578;ACTIVO;20566571;20617652
20600578;ACTIVO;20566571;20617653
20600580;ACTIVO;20566571;20671880
20600580;ACTIVO;20566571;20671881
20600581;ACTIVO;20566571;20618860
20600581;ACTIVO;20566571;20618861
20600582;ACTIVO;20566571;20677384
20600582;ACTIVO;20566571;20677385
20603884;ACTIVO;20572697;
20606602;ACTIVO;20365692;
20606603;ACTIVO;20365692;
20607429;CERRADO;20558441;20876842
20607430;ACTIVO;20558441;20718728
20607430;ACTIVO;20558441;20718729
20607430;ACTIVO;20558441;20718730
20607481;CERRADO;20497222;20876842
20607482;ACTIVO;20497222;20718738
20607482;ACTIVO;20497222;20718739
20607482;ACTIVO;20497222;20718740
20611537;ACTIVO;20521216;
20611538;ACTIVO;20521216;
20614081;ACTIVO;20552954;20638683
20614081;ACTIVO;20552954;20638684
20614083;ACTIVO;20552954;20730326
20614083;ACTIVO;20552954;20730327
20614085;ACTIVO;20552954;20703070
20614085;ACTIVO;20552954;20703071
20614087;ACTIVO;20552954;20703072
20614087;ACTIVO;20552954;20703073
20614090;ACTIVO;20552954;20798410
20614090;ACTIVO;20552954;20798411
20614090;ACTIVO;20552954;20798412
20614116;ACTIVO;20508589;
20614117;ACTIVO;20508589;
20614555;CERRADO;20559230;20637994
20614555;CERRADO;20559230;20637995
20614556;ACTIVO;20559230;20681523
20614556;ACTIVO;20559230;20681524
20614556;ACTIVO;20559230;20681525
20614556;ACTIVO;20559230;20681526
20614556;ACTIVO;20559230;20681527
20614556;ACTIVO;20559230;20681528
20614556;ACTIVO;20559230;20681529
20614556;ACTIVO;20559230;20681530
20614556;ACTIVO;20559230;20681531
20614556;ACTIVO;20559230;20681532
20614556;ACTIVO;20559230;20681533
20614556;ACTIVO;20559230;20681534
20614556;ACTIVO;20559230;20681535
20619272;ACTIVO;20059496;
20619273;ACTIVO;20059496;
20619274;ACTIVO;20600573;
20619275;ACTIVO;20600573;
20624548;ACTIVO;883927;
20624941;ACTIVO;20493362;
20624942;ACTIVO;20493362;
20625570;ACTIVO;20472970;
20625571;ACTIVO;20472970;
20625626;ACTIVO;20153956;
20625627;ACTIVO;20153956;
20625628;ACTIVO;20153956;
20625629;ACTIVO;20153956;
20625986;ACTIVO;20558411;20692284
20625986;ACTIVO;20558411;20692285
20625987;ACTIVO;20558411;20691467
20625987;ACTIVO;20558411;20691468
20625988;ACTIVO;20558411;20691469
20625988;ACTIVO;20558411;20691470
20625989;ACTIVO;20558411;20691471
20625989;ACTIVO;20558411;20691472
20625990;ACTIVO;20558411;20676397
20625990;ACTIVO;20558411;20676398
20625991;ACTIVO;20558411;20676399
20625991;ACTIVO;20558411;20676400
20625992;ACTIVO;20558411;20719718
20625992;ACTIVO;20558411;20719719
20625993;ACTIVO;20558411;20720092
20625993;ACTIVO;20558411;20720093
20632266;CERRADO;20351692;20798861
20632266;CERRADO;20351692;20798862
20632266;CERRADO;20351692;20798863
20632266;CERRADO;20351692;20798864
20632269;ACTIVO;20351692;20832725
20632269;ACTIVO;20351692;20832726
20632269;ACTIVO;20351692;20832727
20632307;ACTIVO;20527986;
20632308;ACTIVO;20527986;
20636928;ACTIVO;20541555;
20636929;ACTIVO;20541555;
20638551;ACTIVO;20044005, 20044006;
20638670;ACTIVO;209771;
20639304;ACTIVO;175242;
20639305;ACTIVO;20378536;
20639306;ACTIVO;20378536;
20639648;ACTIVO;20541552;
20639649;ACTIVO;20541552;
20641020;ACTIVO;20215449;
20641021;CERRADO;20215449;20641031
20641031;ACTIVO;20215454, 20641021;
20641038;ACTIVO;20197101;
20642894;ACTIVO;20527994;
20642895;ACTIVO;20527994;
20643132;ACTIVO;719400;20669795
20643132;ACTIVO;719400;20669796
20643132;ACTIVO;719400;20669797
20643132;ACTIVO;719400;20669798
20643132;ACTIVO;719400;20669799
20643132;ACTIVO;719400;20669800
20643132;ACTIVO;719400;20669801
20643133;ACTIVO;719400;20669779
20643133;ACTIVO;719400;20669780
20643133;ACTIVO;719400;20669781
20643133;ACTIVO;719400;20669782
20643133;ACTIVO;719400;20669783
20643133;ACTIVO;719400;20669784
20643133;ACTIVO;719400;20669785
20643134;ACTIVO;719400;20669786
20643134;ACTIVO;719400;20669787
20643134;ACTIVO;719400;20669788
20643134;ACTIVO;719400;20669789
20643134;ACTIVO;719400;20669790
20643134;ACTIVO;719400;20669791
20643134;ACTIVO;719400;20669792
20643134;ACTIVO;719400;20669793
